Region,Source,ZoneSubzone,SS_NoSpace,SiteSeriesName,Standard,StockingTarget,StockingMINpa,StockingMINp,StockingDelay,AssessmentEarliest,AssessmentLatest
Cariboo,Cariboo,MSdv,MSdv/05,Pl - Soopolallie - Heron's-bill,80149,1200,700,600,7,12,15
Cariboo,Cariboo,MSdv,MSdv/06,Sxw - Twinberry - Reedgrass,80150,1200,700,600,7,12,15
Cariboo,Cariboo,MSdv,MSdv/07,Sxw - Dwarf blueberry - Crowberry,80151,1200,700,600,7,12,15
Cariboo,Cariboo,MSxv,MSxv/09,Sxw - Labrador tea - Willow,80162,400,200,200,4,9,15
Cariboo,Cariboo,MSxv,MSxv/02,Pl - Fescue - Stereocaulon,80155,1000,500,400,7,12,15
Cariboo,Cariboo,MSxv,MSxv/03,Pl - Kinnikinnick - Cladonia,80156,1000,500,400,7,12,15
Cariboo,Cariboo,MSxv,MSxv/07,Sxw - Crowberry - Glow moss,80160,1000,500,400,4,9,15
Cariboo,Cariboo,MSxv,MSxv/08,Sxw - Horsetail - Crowberry,80161,1000,500,400,4,9,15
Cariboo,Cariboo,MSxv,MSxv/01,Pl - Grouseberry - Feathermoss,80154,1200,700,600,7,12,15
Cariboo,Cariboo,MSxv,MSxv/04,Pl - Grouseberry - Kinnikinnick,80157,1200,700,600,7,12,15
Cariboo,Cariboo,MSxv,MSxv/05,Pl - Trapper's tea - Crowberry,80158,1200,700,600,7,12,15
Cariboo,Cariboo,MSxv,MSxv/06,Sxw - Crowberry - Knight's plume,80159,1200,700,600,7,12,15
Cariboo,Cariboo,SBPSdc,SBPSdc/07,Sb - Scrub birch - Sedge,80169,400,200,200,4,9,15
Cariboo,Cariboo,SBPSdc,SBPSdc/02,Pl - Kinnikinnick - Cladonia,80164,1000,500,400,7,12,15
Cariboo,Cariboo,SBPSdc,SBPSdc/05,Sxw - Scrub birch - Feathermoss,80167,1000,500,400,4,9,15
Cariboo,Cariboo,SBPSdc,SBPSdc/06,Sxw - Horsetail - Meadowrue,80168,1000,500,400,4,9,15
Cariboo,Cariboo,SBPSdc,SBPSdc/08,Sxw - Horsetail - Glow moss,80170,1000,500,400,4,9,15
Cariboo,Cariboo,SBPSdc,SBPSdc/01,Pl - Juniper - Feathermoss,80163,1200,700,600,7,12,15
Cariboo,Cariboo,SBPSdc,SBPSdc/03,Pl - Kinnikinnick - Feathermoss,80165,1200,700,600,7,12,15
Cariboo,Cariboo,SBPSdc,SBPSdc/04,PlSb - Feathermoss,80166,1200,700,600,7,12,15
Cariboo,Cariboo,SBPSmc,SBPSmc/07,SbSxw - Scrub birch - Sedge,80177,400,200,200,4,9,15
Cariboo,Cariboo,SBPSmc,SBPSmc/02,Pl - Kinnikinnick - Cladonia,80172,1000,500,400,7,12,15
Cariboo,Cariboo,SBPSmc,SBPSmc/04,Sxw - Scrub birch - Feathermoss,80174,1000,500,400,4,9,15
Cariboo,Cariboo,SBPSmc,SBPSmc/05,Sxw - Horsetail,80175,1000,500,400,4,9,15
Cariboo,Cariboo,SBPSmc,SBPSmc/06,Sxw - Horsetail - Glow moss,80176,1000,500,400,4,9,15
Cariboo,Cariboo,SBPSmc,SBPSmc/01,Pl - Feathermoss - Cladina,80171,1200,700,600,7,12,15
Cariboo,Cariboo,SBPSmc,SBPSmc/03,SbPl - Feathermoss,80173,1200,700,600,7,12,15
Cariboo,Cariboo,SBPSmk,SBPSmk/08,SbSxw - Scrub birch - Sedge,80185,400,200,200,4,9,15
Cariboo,Cariboo,SBPSmk,SBPSmk/02,Pl - Cladonia - Haircap moss,80179,1000,500,400,7,12,15
Cariboo,Cariboo,SBPSmk,SBPSmk/07,Sxw - Horsetail - Glow moss,80184,1000,500,400,4,9,15
Cariboo,Cariboo,SBPSmk,SBPSmk/01,Pl - Pinegrass - Arnica,80178,1200,700,600,7,12,15
Cariboo,Cariboo,SBPSmk,SBPSmk/03,Fd - Pinegrass - Aster,80180,1200,700,600,7,12,15
Cariboo,Cariboo,SBPSmk,SBPSmk/04,Pl - Pinegrass - Feathermoss,80181,1200,700,600,7,12,15
Cariboo,Cariboo,SBPSmk,SBPSmk/05,SxwFd - Step moss,80182,1200,700,600,7,12,15
Cariboo,Cariboo,SBPSmk,SBPSmk/06,Sxw - Twinberry,80183,1200,700,600,4,9,15
Cariboo,Cariboo,SBPSxc,SBPSxc/00,"Pl - Kinnikinnick - Cladonia, Typic",80187,1000,500,400,7,12,15
Cariboo,Cariboo,SBPSxc,SBPSxc/02b ,"Pl - Kinnikinnick - Cladonia, Sand",80188,1000,500,400,7,12,15
Cariboo,Cariboo,SBPSxc,SBPSxc/02c,"Pl - Kinnikinnick - Cladonia, Shallow",80189,1000,500,400,7,12,15
Cariboo,Cariboo,SBPSxc,SBPSxc/03,Sxw - Scrub birch - Fen moss,80190,1000,500,400,4,9,15
Cariboo,Cariboo,SBPSxc,SBPSxc/05,Sxw - Horsetail - Glow moss,80192,1000,500,400,4,9,15
Cariboo,Cariboo,SBPSxc,SBPSxc/06,Sxw - Horsetail - Meadowrue,80193,1000,500,400,4,9,15
Cariboo,Cariboo,SBPSxc,SBPSxc/01,Pl - Kinnikinnick - Feathermoss,80186,1200,700,600,7,12,15
Cariboo,Cariboo,SBPSxc,SBPSxc/04,Sxw - Scrub birch - Feathermoss,80191,1200,700,600,4,9,15
Cariboo,Cariboo,SBSdw1,SBSdw1/02,FdPl - Cladonia,80195,1000,500,400,7,12,15
Cariboo,Cariboo,SBSdw1,SBSdw1/09,Sxw - Horsetail - Glow moss,80202,1000,500,400,4,9,15
Cariboo,Cariboo,SBSdw1,SBSdw1/01,SxwFd - Pinegrass,80194,1200,700,600,7,12,15
Cariboo,Cariboo,SBSdw1,SBSdw1/03,Fd - Saskatoon - Pinegrass,80196,1200,700,600,7,12,15
Cariboo,Cariboo,SBSdw1,SBSdw1/04,Pl - Pinegrass - Feathermoss,80197,1200,700,600,7,12,15
Cariboo,Cariboo,SBSdw1,SBSdw1/05,SxwFd - Ricegrass,80198,1200,700,600,7,12,15
Cariboo,Cariboo,SBSdw1,SBSdw1/06,SxwFd - Thimbleberry,80199,1200,700,600,7,12,15
Cariboo,Cariboo,SBSdw1,SBSdw1/07,Sxw - Twinberry - Coltsfoot,80200,1200,700,600,4,9,15
Cariboo,Cariboo,SBSdw1,SBSdw1/08,Sxw - Twinberry - Oak fern,80201,1200,700,600,4,9,15
Cariboo,Cariboo,SBSdw2,SBSdw2/11,Sb - Soft-leaved sedge - Sphagnum,80213,400,200,200,4,9,15
Cariboo,Cariboo,SBSdw2,SBSdw2/02,FdPl - Cladonia,80204,1000,500,400,7,12,15
Cariboo,Cariboo,SBSdw2,SBSdw2/10,Sxw - Horsetail,80212,1000,500,400,4,9,15
Cariboo,Cariboo,SBSdw2,SBSdw2/01,SxwFd - Pinegrass,80203,1200,700,600,7,12,15
Cariboo,Cariboo,SBSdw2,SBSdw2/03,Pl - Kinnikinnick - Wavy-leaved moss,80205,1200,700,600,7,12,15
Cariboo,Cariboo,SBSdw2,SBSdw2/04,Fd - Pinegrass - Aster,80206,1200,700,600,7,12,15
Cariboo,Cariboo,SBSdw2,SBSdw2/05,SxwFd - Cat's-tail moss,80207,1200,700,600,7,12,15
Cariboo,Cariboo,SBSdw2,SBSdw2/06,Pl - Pinegrass - Feathermoss,80208,1200,700,600,7,12,15
Cariboo,Cariboo,SBSdw2,SBSdw2/07,PlSb - Feathermoss,80209,1200,700,600,7,12,15
Cariboo,Cariboo,SBSdw2,SBSdw2/08,Sxw - Twinberry,80210,1200,700,600,4,9,15
Cariboo,Cariboo,SBSdw2,SBSdw2/09,Sxw - Devil's club - Knight's plume,80211,1200,700,600,4,9,15
Cariboo,Cariboo,SBSmc1,SBSmc1/02,Pl - Cladonia - Haircap moss,80215,1000,500,400,7,12,15
Cariboo,Cariboo,SBSmc1,SBSmc1/08,Sxw - Horsetail - Glow moss,80221,1000,500,400,4,9,15
Cariboo,Cariboo,SBSmc1,SBSmc1/01,Sxw - Huckleberry,80214,1200,700,600,7,12,15
Cariboo,Cariboo,SBSmc1,SBSmc1/03,Fd - Pinegrass - Aster,80216,1200,700,600,7,12,15
Cariboo,Cariboo,SBSmc1,SBSmc1/04,Sxw - Huckleberry - Labrador tea,80217,1200,700,600,7,12,15
Cariboo,Cariboo,SBSmc1,SBSmc1/05,Sxw - Spirea - Glow moss,80218,1200,700,600,7,12,15
Cariboo,Cariboo,SBSmc1,SBSmc1/06,Sxw - Oak fern,80219,1200,700,600,4,9,15
Cariboo,Cariboo,SBSmc1,SBSmc1/07,Sxw - Devil's club - Step moss,80220,1200,700,600,4,9,15
Cariboo,Cariboo,SBSmc2,SBSmc2/12,SbSxw - Scrub birch - Sedge,80233,400,200,200,4,9,15
Cariboo,Cariboo,SBSmc2,SBSmc2/02,Pl - Huckleberry - Cladonia,80223,1000,500,400,7,12,15
Cariboo,Cariboo,SBSmc2,SBSmc2/07,Sxw - Scrub birch - Feathermoss,80228,1000,500,400,4,9,15
Cariboo,Cariboo,SBSmc2,SBSmc2/10,Sxw - Horsetail,80231,1000,500,400,4,9,15
Cariboo,Cariboo,SBSmc2,SBSmc2/11,Sxw - Horsetail - Glow moss,80232,1000,500,400,4,9,15
Cariboo,Cariboo,SBSmc2,SBSmc2/01,Sxw - Huckleberry,80222,1200,700,600,7,12,15
Cariboo,Cariboo,SBSmc2,SBSmc2/03,SbPl - Feathermoss,80224,1200,700,600,7,12,15
Cariboo,Cariboo,SBSmc2,SBSmc2/04,Sxw - Huckleberry - Dwarf blueberry,80225,1200,700,600,4,9,15
Cariboo,Cariboo,SBSmc2,SBSmc2/05,Sxw - Twinberry - Coltsfoot,80226,1200,700,600,4,9,15
Cariboo,Cariboo,SBSmc2,SBSmc2/06,Sxw - Oak fern,80227,1200,700,600,4,9,15
Cariboo,Cariboo,SBSmc2,SBSmc2/08,Sxw - Twinberry - Oak fern,80229,1200,700,600,4,9,15
Cariboo,Cariboo,SBSmc2,SBSmc2/09,Sxw - Devil's club,80230,1200,700,600,4,9,15
Cariboo,Cariboo,SBSmh,SBSmh/02,FdPl - Cladonia,80235,1000,500,400,7,12,15
Cariboo,Cariboo,SBSmh,SBSmh/09,Sxw - Horsetail - Glow moss,80242,1000,500,400,4,9,15
Cariboo,Cariboo,SBSmh,SBSmh/01,SxwFd - Hazelnut,80234,1200,700,600,7,12,15
Cariboo,Cariboo,SBSmh,SBSmh/03,FdPl - Velvet-leaved blueberry - Cladonia,80236,1200,700,600,7,12,15
Cariboo,Cariboo,SBSmh,SBSmh/04,Fd - Douglas maple - Step moss,80237,1200,700,600,7,12,15
Cariboo,Cariboo,SBSmh,SBSmh/05,SxwFd - Feathermoss,80238,1200,700,600,7,12,15
Cariboo,Cariboo,SBSmh,SBSmh/06,SxwFd - Coltsfoot,80239,1200,700,600,7,12,15
Cariboo,Cariboo,SBSmh,SBSmh/07,SxwEp - Devil's club,80240,1200,700,600,4,9,15
Cariboo,Cariboo,SBSmh,SBSmh/08,Sxw - Ostrich fern,80241,1200,700,600,4,9,15
Cariboo,Cariboo,SBSmm,SBSmm/02,Pl - Huckleberry - Cladonia,80244,1000,500,400,7,12,15
Cariboo,Cariboo,SBSmm,SBSmm/03,Pl - Douglas-fir - Juniper,80245,1000,500,400,7,12,15
Cariboo,Cariboo,SBSmm,SBSmm/04,Pl - Soopolallie - Pinegrass,80246,1000,500,400,7,12,15
Cariboo,Cariboo,SBSmm,SBSmm/08,Sxw - Horsetail,80250,1000,500,400,4,9,15
Cariboo,Cariboo,SBSmm,SBSmm/09,Sedge - Sphagnum,999,1000,500,400,4,9,15
Cariboo,Cariboo,SBSmm,SBSmm/01,Sxw - Falsebox - Knight's plume,80243,1200,700,600,7,12,15
Cariboo,Cariboo,SBSmm,SBSmm/05,Sxw - Soopolallie - Falsebox,80247,1200,700,600,7,12,15
Cariboo,Cariboo,SBSmm,SBSmm/06,Sxw - Huckleberry - Falsebox,80248,1200,700,600,7,12,15
Cariboo,Cariboo,SBSmm,SBSmm/07,Sxw - Oak fern,80249,1200,700,600,4,9,15
Cariboo,Cariboo,SBSmw,SBSmw/10,SbSxw - Scrub birch - Sedge,80260,400,200,200,4,9,15
Cariboo,Cariboo,SBSmw,SBSmw/02,FdBl - Huckleberry,80252,1000,500,400,7,12,15
Cariboo,Cariboo,SBSmw,SBSmw/09,Sxw - Horsetail,80259,1000,500,400,4,9,15
Cariboo,Cariboo,SBSmw,SBSmw/01,SxwFd - Falsebox,80251,1200,700,600,7,12,15
Cariboo,Cariboo,SBSmw,SBSmw/03,Pl - Huckleberry - Velvet-leaved blueberry,80253,1200,700,600,7,12,15
Cariboo,Cariboo,SBSmw,SBSmw/04,SxwFd - Knight's plume,80254,1200,700,600,7,12,15
Cariboo,Cariboo,SBSmw,SBSmw/05,Sxw - Pink spirea,80255,1200,700,600,4,9,15
Cariboo,Cariboo,SBSmw,SBSmw/06,Sxw - Oak fern,80256,1200,700,600,4,9,15
Cariboo,Cariboo,SBSmw,SBSmw/07,Sxw - Twinberry - Oak fern,80257,1200,700,600,4,9,15
Cariboo,Cariboo,SBSmw,SBSmw/08,Sxw - Devil's club,80258,1200,700,600,4,9,15
Cariboo,Cariboo,SBSwk1,SBSwk1/11,SbSxw - Scrub birch - Sedge,80270,400,200,200,4,9,15
Cariboo,Cariboo,SBSwk1,SBSwk1/02,Pl - Huckleberry - Cladina,80262,1000,500,400,7,12,15
Cariboo,Cariboo,SBSwk1,SBSwk1/09,Sxw - Horsetail,80269,1000,500,400,4,9,15
Cariboo,Cariboo,SBSwk1,SBSwk1/01,Sxw - Oak fern,80261,1200,700,600,4,9,15
Cariboo,Cariboo,SBSwk1,SBSwk1/03,Pl - Huckleberry - Velvet-leaved blueberry,80263,1200,700,600,7,12,15
Cariboo,Cariboo,SBSwk1,SBSwk1/04,SxwFd - Knight's plume,80264,1200,700,600,7,12,15
Cariboo,Cariboo,SBSwk1,SBSwk1/05,Sxw - Huckleberry - Highbush-cranberry,80265,1200,700,600,7,12,15
Cariboo,Cariboo,SBSwk1,SBSwk1/06,Sxw - Pink spirea - Oak fern,80266,1200,700,600,4,9,15
Cariboo,Cariboo,SBSwk1,SBSwk1/07,Sxw - Twinberry - Oak fern,80267,1200,700,600,4,9,15
Cariboo,Cariboo,SBSwk1,SBSwk1/08,Sxw - Devil's club,80268,1200,700,600,4,9,15
Vancouver,Haida Gwaii2014,CWHvh3,CWHvh3/102,YcHm - Skunk cabbage,1047952,400,200,200,3,11,20
Vancouver,Haida Gwaii2014,CWHvh3,CWHvh3/103.1,Ss – Salal ; typic variation,1047989,400,200,200,3,11,20
Vancouver,Haida Gwaii2014,CWHvh3,CWHvh3/103.2,Ss – Salal ; reedgrass variation,1047991,400,200,200,3,11,20
Vancouver,Haida Gwaii2014,CWHvh3,CWHvh3/116,YcHm - Skunk cabbage,1047993,400,200,200,3,11,20
Vancouver,Haida Gwaii2014,CWHvh3,CWHvh3/Wb53,YcHm - Skunk cabbage,1047986,400,200,200,3,11,20
Vancouver,Haida Gwaii2014,CWHvh3,CWHvh3/101b and c,YcHm - Skunk cabbage,1047954,800,400,400,6,14,20
Vancouver,Haida Gwaii2014,CWHvh3,CWHvh3/115,YcHm - Skunk cabbage,1047985,800,400,400,3,11,20
Vancouver,Haida Gwaii2014,CWHvh3,CWHvh3/117a,YcHm - Skunk cabbage,1047987,800,400,400,3,11,20
Vancouver,Haida Gwaii2014,CWHvh3,CWHvh3/117b,YcHm - Skunk cabbage,1047988,800,400,400,3,11,20
Vancouver,Haida Gwaii2014,CWHvh3,CWHvh3/101a,YcHm - Skunk cabbage,1047953,900,500,400,6,14,20
Vancouver,Haida Gwaii2014,CWHvh3,CWHvh3/104,YcHm - Skunk cabbage,1047990,900,500,400,3,11,20
Vancouver,Haida Gwaii2014,CWHvh3,CWHvh3/105,YcHm - Skunk cabbage,1047956,900,500,400,6,14,20
Vancouver,Haida Gwaii2014,CWHvh3,CWHvh3/106,YcHm - Skunk cabbage,1047957,900,500,400,3,11,20
Vancouver,Haida Gwaii2014,CWHvh3,CWHvh3/106,YcHm - Skunk cabbage,1047992,900,500,400,3,11,20
Vancouver,Haida Gwaii2014,CWHvh3,CWHvh3/110,YcHm - Skunk cabbage,1047958,900,500,400,3,11,20
Vancouver,Haida Gwaii2014,CWHvh3,CWHvh3/111,YcHm - Skunk cabbage,1047983,900,500,400,3,11,20
Vancouver,Haida Gwaii2014,CWHvh3,CWHvh3/112,YcHm - Skunk cabbage,1047984,900,500,400,3,11,20
Vancouver,Haida Gwaii2014,CWHvh3,CWHvh3/114,YcHm - Skunk cabbage,1047982,900,500,400,3,11,20
Vancouver,Haida Gwaii2014,CWHwh1,CWHwh1/103.1,Ss – Salal ; typic variation,1048007,400,200,200,3,11,20
Vancouver,Haida Gwaii2014,CWHwh1,CWHwh1/103.2,Ss – Salal; reedgrass variation,1048009,400,200,200,3,11,20
Vancouver,Haida Gwaii2014,CWHwh1,CWHwh1/117,YcHm - Skunk cabbage,1048011,400,200,200,3,11,20
Vancouver,Haida Gwaii2014,CWHwh1,CWHwh1/117,YcHm - Skunk cabbage,1048012,400,200,200,3,11,20
Vancouver,Haida Gwaii2014,CWHwh1,CWHwh1/Wb51,YcHm - Skunk cabbage,1048004,400,200,200,3,11,20
Vancouver,Haida Gwaii2014,CWHwh1,CWHwh1/115,YcHm - Skunk cabbage,1048003,800,400,400,3,11,20
Vancouver,Haida Gwaii2014,CWHwh1,CWHwh1/116,YcHm - Skunk cabbage,1048000,800,400,400,3,11,20
Vancouver,Haida Gwaii2014,CWHwh1,CWHwh1/118a,YcHm - Skunk cabbage,1048005,800,400,400,3,11,20
Vancouver,Haida Gwaii2014,CWHwh1,CWHwh1/118b,YcHm - Skunk cabbage,1048006,800,400,400,3,11,20
Vancouver,Haida Gwaii2014,CWHwh1,CWHwh1/101,YcHm - Skunk cabbage,1047994,900,500,400,6,14,20
Vancouver,Haida Gwaii2014,CWHwh1,CWHwh1/102,YcHm - Skunk cabbage,1047995,900,500,400,6,14,20
Vancouver,Haida Gwaii2014,CWHwh1,CWHwh1/104,YcHm - Skunk cabbage,1048008,900,500,400,3,11,20
Vancouver,Haida Gwaii2014,CWHwh1,CWHwh1/105,YcHm - Skunk cabbage,1047996,900,500,400,3,11,20
Vancouver,Haida Gwaii2014,CWHwh1,CWHwh1/105,YcHm - Skunk cabbage,1048010,900,500,400,3,11,20
Vancouver,Haida Gwaii2014,CWHwh1,CWHwh1/110,YcHm - Skunk cabbage,1047998,900,500,400,6,14,20
Vancouver,Haida Gwaii2014,CWHwh1,CWHwh1/111,YcHm - Skunk cabbage,1047999,900,500,400,3,11,20
Vancouver,Haida Gwaii2014,CWHwh1,CWHwh1/112,YcHm - Skunk cabbage,1048001,900,500,400,3,11,20
Vancouver,Haida Gwaii2014,CWHwh1,CWHwh1/113,YcHm - Skunk cabbage,1048002,900,500,400,3,11,20
Vancouver,Haida Gwaii2014,CWHwh2,CWHwh2/111,YcHm - Skunk cabbage,1048017,400,200,200,6,14,20
Vancouver,Haida Gwaii2014,CWHwh2,CWHwh2/112a,YcHm - Skunk cabbage,1048016,800,400,400,3,11,20
Vancouver,Haida Gwaii2014,CWHwh2,CWHwh2/112b,YcHm - Skunk cabbage,1048018,800,400,400,3,11,20
Vancouver,Haida Gwaii2014,CWHwh2,CWHwh2/101,YcHm - Skunk cabbage,1048013,900,500,400,6,14,20
Vancouver,Haida Gwaii2014,CWHwh2,CWHwh2/101c,YcHm - Skunk cabbage,1048014,900,500,400,6,14,20
Vancouver,Haida Gwaii2014,CWHwh2,CWHwh2/110,YcHm - Skunk cabbage,1048015,900,500,400,3,11,20
Vancouver,Haida Gwaii2014,MHwh,MHwh/102,YcHm – Crowberry – Mountain-heather ,1048020,400,200,200,4,20,20
Vancouver,Haida Gwaii2014,MHwh,MHwh/Wb53,Shore pine – Yellow-cedar – Tufted clubrush,1048026,400,200,200,4,20,20
Vancouver,Haida Gwaii2014,MHwh,MHwh/111,HmSs – Reedgrass – Deer-cabbage ,1048024,800,400,400,7,20,20
Vancouver,Haida Gwaii2014,MHwh,MHwh/111,HmSs – Reedgrass – Deer-cabbage ,1048027,800,500,400,4,20,20
Vancouver,Haida Gwaii2014,MHwh,MHwh/101,HmSs – Blueberry  ,1048019,900,500,400,7,20,20
Vancouver,Haida Gwaii2014,MHwh,MHwh/101c,HmSs – Blueberry; Moister phase ,1048022,900,500,400,7,20,20
Vancouver,Haida Gwaii2014,MHwh,MHwh/110,HmSs – Reedgrass – Lanky moss ,1048021,900,500,400,7,20,20
Vancouver,Haida Gwaii2014,MHwh,MHwh/111,HmSs – Reedgrass – Deer-cabbage ,1048023,900,500,400,4,20,20
Vancouver,Haida Gwaii2014,MHwh,MHwh/111,HmSs – Reedgrass – Deer-cabbage ,1048025,900,500,400,4,20,20
Kamloops,Kamloops,BGxh1,BGxh1/04,Py - Antelope-brush - Red three-awn,999,400,200,200,7,12,15
Kamloops,Kamloops,BGxh1,BGxh1/05,Py - Sumac,999,400,200,200,7,12,15
Kamloops,Kamloops,BGxh1,BGxh1/06,Py - Nootka rose - Poison ivy,999,600,400,400,7,12,15
Kamloops,Kamloops,BGxh1,BGxh1/07,Act - Water birch,999,1000,500,400,4,9,15
Kamloops,Kamloops,BGxh2,BGxh2/03,Py - Red three-awn,999,400,200,200,7,12,15
Kamloops,Kamloops,BGxh2,BGxh2/04,Py - Bluebunch wheatgrass,999,400,200,200,7,12,15
Kamloops,Kamloops,BGxh2,BGxh2/07,Act - Snowberry - Dogwood,999,400,200,200,4,9,15
Kamloops,Kamloops,BGxw1,BGxw1/03,Py - Bluebunch wheatgrass,999,400,200,200,7,12,15
Kamloops,Kamloops,BGxw1,BGxw1/05,Py - Rough fescue - Bluebunch wheatgrass,999,400,200,200,7,12,15
Kamloops,Kamloops,BGxw1,BGxw1/08,At - Snowberry - Kentucky bluegrass,999,1200,700,600,4,9,15
Kamloops,Kamloops,ESSFdc1,ESSFdc1/02,PlSe - Pinegrass,82001,1000,500,400,7,15,20
Kamloops,Kamloops,ESSFdc1,ESSFdc1/03,Bl - Grouseberry - Cladonia,82002,1000,500,400,7,15,20
Kamloops,Kamloops,ESSFdc1,ESSFdc1/05,Bl - Trapper's tea,82004,1000,500,400,7,15,20
Kamloops,Kamloops,ESSFdc1,ESSFdc1/06,Bl - Horsetail - Glow moss,82005,1000,500,400,4,12,20
Kamloops,Kamloops,ESSFdc1,ESSFdc1/01,Bl - Rhododendron Grouseberry,82000,1200,700,600,4,12,20
Kamloops,Kamloops,ESSFdc1,ESSFdc1/04,Bl - Rhododendron - Valerian,82003,1200,700,600,4,12,20
Kamloops,Kamloops,ESSFdc2,ESSFdc2/03,PlSe - Falsebox - Pinegrass,82007,1000,500,400,7,15,20
Kamloops,Kamloops,ESSFdc2,ESSFdc2/04,Bl - Grouseberry - Cladonia,82008,1000,500,400,7,15,20
Kamloops,Kamloops,ESSFdc2,ESSFdc2/05,Bl - Huckleberry - Feathermoss,82009,1000,500,400,7,15,20
Kamloops,Kamloops,ESSFdc2,ESSFdc2/08,Bl - Trapper's tea,82012,1000,500,400,4,12,20
Kamloops,Kamloops,ESSFdc2,ESSFdc2/01,Bl - Rhododendron - Grouseberry,82006,1200,700,600,4,12,20
Kamloops,Kamloops,ESSFdc2,ESSFdc2/06,Bl - Gooseberry - Oak fern,82010,1200,700,600,4,12,20
Kamloops,Kamloops,ESSFdc2,ESSFdc2/07,Bl - Rhododendron - Valerian,82011,1200,700,600,4,12,20
Kamloops,Kamloops,ESSFdv,ESSFdv/02,Pa - Junegrass,82014,400,200,200,4,9,15
Kamloops,Kamloops,ESSFdv,ESSFdv/03,Bl Pa - Juniper,82015,1000,500,400,7,15,20
Kamloops,Kamloops,ESSFdv,ESSFdv/04,Bl - Huckleberrry - Brachythecium,82016,1000,500,400,7,15,20
Kamloops,Kamloops,ESSFdv,ESSFdv/06,Bl - Horsetail - Glow moss,82018,1000,500,400,4,12,20
Kamloops,Kamloops,ESSFdv,ESSFdv/01,Bl - Rhododendron - Heron's bill,82013,1200,700,600,4,12,20
Kamloops,Kamloops,ESSFdv,ESSFdv/05,Bl - Valerian - Arnica,82017,1200,700,600,4,12,20
Kamloops,Kamloops,ESSFmw,ESSFmw/02,BlPl - Juniper - Rhacomitrium,82020,1000,500,400,7,15,20
Kamloops,Kamloops,ESSFmw,ESSFmw/03,Fd - Falsebox - Pinegrass,82021,1000,500,400,7,15,20
Kamloops,Kamloops,ESSFmw,ESSFmw/07,BlBa - Oak fern - Lady fern,82025,1000,500,400,4,12,20
Kamloops,Kamloops,ESSFmw,ESSFmw/08,Bl - Gooseberry - Horsetail,82026,1000,500,400,4,12,20
Kamloops,Kamloops,ESSFmw,ESSFmw/01,BlBa - Rhododendron,82019,1200,700,600,4,12,20
Kamloops,Kamloops,ESSFmw,ESSFmw/04,Bl - Huckleberry - Falsebox,82022,1200,700,600,7,15,20
Kamloops,Kamloops,ESSFmw,ESSFmw/05,BlBa - Azalea - Pipecleaner moss,82023,1200,700,600,4,12,20
Kamloops,Kamloops,ESSFmw,ESSFmw/06,Bl - Gooseberry - Valerian,82024,1200,700,600,4,12,20
Kamloops,Kamloops,ESSFvc,ESSFvc/02,BlHm - Rhododendron - Leafy liverwort,82028,1000,500,400,7,15,20
Kamloops,Kamloops,ESSFvc,ESSFvc/03,BlHm - Rhododendron - Pipecleaner moss,82029,1000,500,400,7,15,20
Kamloops,Kamloops,ESSFvc,ESSFvc/05,BlHm - Horsetail,82031,1000,500,400,4,12,20
Kamloops,Kamloops,ESSFvc,ESSFvc/01,BlHm - Rhododendron - Oak fern,82027,1200,700,600,4,12,20
Kamloops,Kamloops,ESSFvc,ESSFvc/04,BlHm - Devil's club - Lady fern,82030,1200,700,600,4,12,20
Kamloops,Kamloops,ESSFvv,ESSFvv/02,Bl - Huckleberry - Mountain liverwort,82033,600,400,400,7,15,20
Kamloops,Kamloops,ESSFvv,ESSFvv/04,Bl - Valerian - Groundsel,82035,600,400,400,4,12,20
Kamloops,Kamloops,ESSFvv,ESSFvv/03,BlHm - Rhododendron - Mountain liverwort,82034,1000,500,400,7,15,20
Kamloops,Kamloops,ESSFvv,ESSFvv/01,Bl - Rhododendron - Foamflower,82032,1200,700,600,4,12,20
Kamloops,Kamloops,ESSFwc1,ESSFwc1/02,Bl - Falsebox - Grouseberry,82037,1000,500,400,7,15,20
Kamloops,Kamloops,ESSFwc1,ESSFwc1/01,Bl - Rhododendron - Oak fern,82036,1200,700,600,4,12,20
Kamloops,Kamloops,ESSFwc1,ESSFwc1/03,Bl - Devil's club - Lady fern,82038,1200,700,600,4,12,20
Kamloops,Kamloops,ESSFwc1,ESSFwc1/04,Bl - Horsetail - Brachythecium,82039,1200,700,600,4,12,20
Kamloops,Kamloops,ESSFwc2,ESSFwc2/09,Pl - Dwarf blueberry - Sphagnum,82048,400,200,200,4,12,20
Kamloops,Kamloops,ESSFwc2,ESSFwc2/02,Pl - Huckleberry - Cladonia,82041,1000,500,400,7,15,20
Kamloops,Kamloops,ESSFwc2,ESSFwc2/03,Bl - Huckleberry - Arnica,82042,1000,500,400,7,15,20
Kamloops,Kamloops,ESSFwc2,ESSFwc2/08,Bl - Horsetail - Sphagnum,82047,1000,500,400,4,12,20
Kamloops,Kamloops,ESSFwc2,ESSFwc2/01,Bl - Azalea - Oak fern,82040,1200,700,600,4,12,20
Kamloops,Kamloops,ESSFwc2,ESSFwc2/04,Bl - Rhododendron - Heron's-bill,82043,1200,700,600,7,15,20
Kamloops,Kamloops,ESSFwc2,ESSFwc2/05,Bl - Azalea - Feathermoss,82044,1200,700,600,7,15,20
